,Cod,Nome,Pop,UF,code,ip_vl_n,cat_ibp
0,1100015,Alta Floresta D'Oeste (RO),22516,RO,110001,0.086,4
1,1100023,Ariquemes (RO),111148,RO,110002,-0.5361,4
2,1100031,Cabixi (RO),5067,RO,110003,0.0332,4
3,1100049,Cacoal (RO),86416,RO,110004,-0.71,3
4,1100056,Cerejeiras (RO),16088,RO,110005,-0.4319,4
5,1100064,Colorado do Oeste (RO),15213,RO,110006,-0.2137,4
6,1100072,Corumbiara (RO),7052,RO,110007,0.106,4
7,1100080,Costa Marques (RO),19255,RO,110008,0.1579,4
8,1100098,Espigão D'Oeste (RO),33009,RO,110009,-0.159,4
9,1100106,Guajará-Mirim (RO),46930,RO,110010,-0.1703,4
10,1100114,Jaru (RO),51469,RO,110011,-0.1969,4
11,1100122,Ji-Paraná (RO),131026,RO,110012,-0.638,3
12,1100130,Machadinho D'Oeste (RO),41724,RO,110013,0.282,4
13,1100148,Nova Brasilândia D'Oeste (RO),20504,RO,110014,0.2196,4
14,1100155,Ouro Preto do Oeste (RO),35445,RO,110015,-0.3858,4
15,1100189,Pimenta Bueno (RO),37098,RO,110018,-0.7013,3
16,1100205,Porto Velho (RO),548952,RO,110020,-0.862,3
17,1100254,Presidente Médici (RO),18165,RO,110025,-0.0041,4
18,1100262,Rio Crespo (RO),3843,RO,110026,0.1431,4
19,1100288,Rolim de Moura (RO),55748,RO,110028,-0.522,4
20,1100296,Santa Luzia D'Oeste (RO),5942,RO,110029,0.0945,4
21,1100304,Vilhena (RO),104517,RO,110030,-0.8001,3
22,1100320,São Miguel do Guaporé (RO),23147,RO,110032,0.1707,4
23,1100338,Nova Mamoré (RO),32184,RO,110033,0.4018,4
24,1100346,Alvorada D'Oeste (RO),13807,RO,110034,0.0274,4
25,1100379,Alto Alegre dos Parecis (RO),13268,RO,110037,0.4241,4
26,1100403,Alto Paraíso (RO),22258,RO,110040,0.1596,4
27,1100452,Buritis (RO),41043,RO,110045,0.0251,4
28,1100502,Novo Horizonte do Oeste (RO),8125,RO,110050,0.3111,4
29,1100601,Cacaulândia (RO),6307,RO,110060,0.0882,4
30,1100700,Campo Novo de Rondônia (RO),14391,RO,110070,0.4988,4
31,1100809,Candeias do Jamari (RO),28068,RO,110080,-0.0057,4
32,1100908,Castanheiras (RO),2923,RO,110090,0.1765,4
33,1100924,Chupinguaia (RO),11755,RO,110092,-0.0258,4
34,1100940,Cujubim (RO),27131,RO,110094,0.057,4
35,1101005,Governador Jorge Teixeira (RO),7130,RO,110100,0.2721,4
36,1101104,Itapuã do Oeste (RO),10819,RO,110110,0.1275,4
37,1101203,Ministro Andreazza (RO),9461,RO,110120,0.2009,4
38,1101302,Mirante da Serra (RO),10691,RO,110130,0.1817,4
39,1101401,Monte Negro (RO),16158,RO,110140,0.2396,4
40,1101435,Nova União (RO),6822,RO,110143,0.505,4
41,1101450,Parecis (RO),6319,RO,110145,0.4004,4
42,1101468,Pimenteiras do Oeste (RO),2127,RO,110146,-0.1863,4
43,1101476,Primavera de Rondônia (RO),2697,RO,110147,0.1345,4
44,1101484,São Felipe D'Oeste (RO),4962,RO,110148,0.1925,4
45,1101492,São Francisco do Guaporé (RO),21088,RO,110149,0.109,4
46,1101500,Seringueiras (RO),11846,RO,110150,0.2069,4
47,1101559,Teixeirópolis (RO),4160,RO,110155,0.0282,4
48,1101609,Theobroma (RO),10348,RO,110160,0.5061,4
49,1101708,Urupá (RO),11081,RO,110170,0.214,4
50,1101757,Vale do Anari (RO),11545,RO,110175,0.56,4
51,1101807,Vale do Paraíso (RO),6490,RO,110180,0.3147,4
52,1200013,Acrelândia (AC),15721,AC,120001,0.6025,4
53,1200054,Assis Brasil (AC),7649,AC,120005,0.8754,4
54,1200104,Brasiléia (AC),27123,AC,120010,0.4046,4
55,1200138,Bujari (AC),10572,AC,120013,0.9741,4
56,1200179,Capixaba (AC),12280,AC,120017,0.7993,4
57,1200203,Cruzeiro do Sul (AC),89760,AC,120020,0.6384,4
58,1200252,Epitaciolândia (AC),18979,AC,120025,0.4179,4
59,1200302,Feijó (AC),34986,AC,120030,1.8459,4
60,1200328,Jordão (AC),8628,AC,120032,2.0934,4
61,1200336,Mâncio Lima (AC),19643,AC,120033,1.2828,4
62,1200344,Manoel Urbano (AC),9701,AC,120034,1.5551,4
63,1200351,Marechal Thaumaturgo (AC),19727,AC,120035,2.2735,4
64,1200385,Plácido de Castro (AC),20147,AC,120038,0.6587,4
65,1200393,Porto Walter (AC),12497,AC,120039,2.3076,4
66,1200401,Rio Branco (AC),419452,AC,120040,-0.5822,4
67,1200427,Rodrigues Alves (AC),19767,AC,120042,1.8311,4
68,1200435,Santa Rosa do Purus (AC),6893,AC,120043,1.8831,4
69,1200450,Senador Guiomard (AC),23446,AC,120045,0.3997,4
70,1200500,Sena Madureira (AC),47168,AC,120050,1.048,4
71,1200609,Tarauacá (AC),43730,AC,120060,1.7851,4
72,1200708,Xapuri (AC),19866,AC,120070,0.7597,4
73,1200807,Porto Acre (AC),19141,AC,120080,1.0593,4
74,1300029,Alvarães (AM),16396,AM,130002,1.3741,4
75,1300060,Amaturá (AM),11934,AM,130006,1.6375,4
76,1300086,Anamã (AM),14292,AM,130008,1.0859,4
77,1300102,Anori (AM),21937,AM,130010,1.3077,4
78,1300144,Apuí (AM),22739,AM,130014,0.3333,4
79,1300201,Atalaia do Norte (AM),20868,AM,130020,2.4551,4
80,1300300,Autazes (AM),41005,AM,130030,1.1384,4
81,1300409,Barcelos (AM),27772,AM,130040,2.0355,4
82,1300508,Barreirinha (AM),32919,AM,130050,1.3216,4
83,1300607,Benjamin Constant (AM),44873,AM,130060,1.5238,4
84,1300631,Beruri (AM),20503,AM,130063,1.7303,4
85,1300680,Boa Vista do Ramos (AM),20040,AM,130068,0.9639,4
86,1300706,Boca do Acre (AM),34958,AM,130070,1.4693,4
87,1300805,Borba (AM),42328,AM,130080,1.3656,4
88,1300839,Caapiranga (AM),13482,AM,130083,1.1141,4
89,1300904,Canutama (AM),15981,AM,130090,1.5498,4
90,1301001,Carauari (AM),28719,AM,130100,1.4133,4
91,1301100,Careiro (AM),38820,AM,130110,1.073,4
92,1301159,Careiro da Várzea (AM),31459,AM,130115,1.5254,4
93,1301209,Coari (AM),86713,AM,130120,0.9844,4
94,1301308,Codajás (AM),29691,AM,130130,1.0924,4
95,1301407,Eirunepé (AM),36121,AM,130140,2.0454,4
96,1301506,Envira (AM),20748,AM,130150,2.0499,4
97,1301605,Fonte Boa (AM),16409,AM,130160,1.6043,4
98,1301654,Guajará (AM),17193,AM,130165,1.8899,4
99,1301704,Humaitá (AM),57195,AM,130170,0.674,4
100,1301803,Ipixuna (AM),31172,AM,130180,2.6148,4
101,1301852,Iranduba (AM),49718,AM,130185,0.5602,4
102,1301902,Itacoatiara (AM),104046,AM,130190,0.3321,4
103,1301951,Itamarati (AM),7777,AM,130195,2.4936,4
104,1302009,Itapiranga (AM),9312,AM,130200,0.4405,4
105,1302108,Japurá (AM),1755,AM,130210,1.9045,4
106,1302207,Juruá (AM),15495,AM,130220,1.9911,4
107,1302306,Jutaí (AM),13462,AM,130230,2.2357,4
108,1302405,Lábrea (AM),47685,AM,130240,1.6011,4
109,1302504,Manacapuru (AM),99613,AM,130250,0.6153,4
110,1302553,Manaquiri (AM),33981,AM,130255,1.1796,4
111,1302603,Manaus (AM),2255903,AM,130260,-0.8218,3
112,1302702,Manicoré (AM),57405,AM,130270,1.0616,4
113,1302801,Maraã (AM),18298,AM,130280,1.4611,4
114,1302900,Maués (AM),66159,AM,130290,0.9584,4
115,1303007,Nhamundá (AM),21710,AM,130300,1.0742,4
116,1303106,Nova Olinda do Norte (AM),38665,AM,130310,1.2319,4
117,1303205,Novo Airão (AM),20395,AM,130320,0.863,4
118,1303304,Novo Aripuanã (AM),26443,AM,130330,1.3444,4
119,1303403,Parintins (AM),116439,AM,130340,0.395,4
120,1303502,Pauini (AM),19616,AM,130350,2.031,4
121,1303536,Presidente Figueiredo (AM),38095,AM,130353,-0.1351,4
122,1303569,Rio Preto da Eva (AM),34856,AM,130356,0.4989,4
123,1303601,Santa Isabel do Rio Negro (AM),26566,AM,130360,2.3177,4
124,1303700,Santo Antônio do Içá (AM),20889,AM,130370,1.8703,4
125,1303809,São Gabriel da Cachoeira (AM),47031,AM,130380,1.0862,4
126,1303908,São Paulo de Olivença (AM),40837,AM,130390,2.12,4
127,1303957,São Sebastião do Uatumã (AM),14678,AM,130395,1.0033,4
128,1304005,Silves (AM),9289,AM,130400,0.9644,4
129,1304062,Tabatinga (AM),68502,AM,130406,0.7895,4
130,1304104,Tapauá (AM),16876,AM,130410,1.7912,4
131,1304203,Tefé (AM),59250,AM,130420,0.4843,4
132,1304237,Tonantins (AM),19038,AM,130423,1.868,4
133,1304260,Uarini (AM),13839,AM,130426,1.4945,4
134,1304302,Urucará (AM),16007,AM,130430,0.5920000000000001,4
135,1304401,Urucurituba (AM),24098,AM,130440,0.8237,4
136,1400027,Amajari (RR),13561,RR,140002,2.329,4
137,1400050,Alto Alegre (RR),15249,RR,140005,2.2145,4
138,1400100,Boa Vista (RR),436591,RR,140010,-0.7921,3
139,1400159,Bonfim (RR),12701,RR,140015,0.6491,4
140,1400175,Cantá (RR),19257,RR,140017,0.8537,4
141,1400209,Caracaraí (RR),22635,RR,140020,0.1786,4
142,1400233,Caroebe (RR),10595,RR,140023,0.395,4
143,1400282,Iracema (RR),12637,RR,140028,1.2285,4
144,1400308,Mucajaí (RR),18482,RR,140030,0.616,4
145,1400407,Normandia (RR),11772,RR,140040,0.9823,4
146,1400456,Pacaraima (RR),20108,RR,140045,0.5574,4
147,1400472,Rorainópolis (RR),31387,RR,140047,0.662,4
148,1400506,São João da Baliza (RR),8492,RR,140050,0.1591,4
149,1400605,São Luiz (RR),8232,RR,140060,0.0393,4
150,1400704,Uiramutã (RR),11014,RR,140070,2.2232,4
151,1500107,Abaetetuba (PA),160439,PA,150010,0.7357,4
152,1500131,Abel Figueiredo (PA),7536,PA,150013,0.3305,4
153,1500206,Acará (PA),55744,PA,150020,1.6974,4
154,1500305,Afuá (PA),39910,PA,150030,2.1613,4
155,1500347,Água Azul do Norte (PA),27797,PA,150034,0.316,4
156,1500404,Alenquer (PA),57390,PA,150040,1.036,4
157,1500503,Almeirim (PA),34044,PA,150050,0.534,4
158,1500602,Altamira (PA),117320,PA,150060,0.0595,4
159,1500701,Anajás (PA),30091,PA,150070,2.2527,4
160,1500800,Ananindeua (PA),540410,PA,150080,-0.7429,3
161,1500859,Anapu (PA),29312,PA,150085,1.199,4
162,1500909,Augusto Corrêa (PA),46937,PA,150090,1.6937,4
163,1500958,Aurora do Pará (PA),32200,PA,150095,1.5075,4
164,1501006,Aveiro (PA),16421,PA,150100,1.3766,4
165,1501105,Bagre (PA),31967,PA,150110,2.2186,4
166,1501204,Baião (PA),49454,PA,150120,1.0118,4
167,1501253,Bannach (PA),3239,PA,150125,0.6512,4
168,1501303,Barcarena (PA),129333,PA,150130,0.0416,4
169,1501402,Belém (PA),1506420,PA,150140,-0.9126,3
170,1501451,Belterra (PA),17944,PA,150145,0.8926,4
171,1501501,Benevides (PA),64780,PA,150150,-0.1236,4
172,1501576,Bom Jesus do Tocantins (PA),17254,PA,150157,0.7424,4
173,1501600,Bonito (PA),16769,PA,150160,1.476,4
174,1501709,Bragança (PA),130122,PA,150170,0.7798,4
175,1501725,Brasil Novo (PA),14883,PA,150172,0.7651,4
176,1501758,Brejo Grande do Araguaia (PA),7357,PA,150175,0.8942,4
177,1501782,Breu Branco (PA),68597,PA,150178,1.0439,4
178,1501808,Breves (PA),104280,PA,150180,1.8006,4
179,1501907,Bujaru (PA),29717,PA,150190,1.3359999999999999,4
180,1501956,Cachoeira do Piriá (PA),35307,PA,150195,2.2528,4
181,1502004,Cachoeira do Arari (PA),24355,PA,150200,0.9499,4
182,1502103,Cametá (PA),140814,PA,150210,1.0347,4
183,1502152,Canaã dos Carajás (PA),39103,PA,150215,-0.2597,4
184,1502202,Capanema (PA),69828,PA,150220,0.1145,4
185,1502301,Capitão Poço (PA),54545,PA,150230,1.3358,4
186,1502400,Castanhal (PA),205667,PA,150240,-0.2646,4
187,1502509,Chaves (PA),24175,PA,150250,2.2228,4
188,1502608,Colares (PA),12175,PA,150260,0.8141,4
189,1502707,Conceição do Araguaia (PA),48115,PA,150270,0.3641,4
190,1502756,Concórdia do Pará (PA),34236,PA,150275,1.2425,4
191,1502764,Cumaru do Norte (PA),14044,PA,150276,1.2146,4
192,1502772,Curionópolis (PA),17764,PA,150277,0.6219,4
193,1502806,Curralinho (PA),35530,PA,150280,1.9817,4
194,1502855,Curuá (PA),14776,PA,150285,1.5164,4
195,1502905,Curuçá (PA),41093,PA,150290,0.6084,4
196,1502939,Dom Eliseu (PA),61206,PA,150293,0.6298,4
197,1502954,Eldorado do Carajás (PA),34069,PA,150295,1.0985,4
198,1503002,Faro (PA),6949,PA,150300,1.0368,4
199,1503044,Floresta do Araguaia (PA),20742,PA,150304,1.1842,4
200,1503077,Garrafão do Norte (PA),26155,PA,150307,1.9178,4
201,1503093,Goianésia do Pará (PA),41678,PA,150309,0.8965,4
202,1503101,Gurupá (PA),34127,PA,150310,1.7423,4
203,1503200,Igarapé-Açu (PA),39234,PA,150320,0.8036,4
204,1503309,Igarapé-Miri (PA),63367,PA,150330,1.5444,4
205,1503408,Inhangapi (PA),12009,PA,150340,1.0245,4
206,1503457,Ipixuna do Pará (PA),67170,PA,150345,1.2646,4
207,1503507,Irituia (PA),32639,PA,150350,1.3195,4
208,1503606,Itaituba (PA),101541,PA,150360,0.1952,4
209,1503705,Itupiranga (PA),53439,PA,150370,1.2995,4
210,1503754,Jacareacanga (PA),6952,PA,150375,1.5909,4
211,1503804,Jacundá (PA),60517,PA,150380,0.4417,4
212,1503903,Juruti (PA),59961,PA,150390,0.8139,4
213,1504000,Limoeiro do Ajuru (PA),29623,PA,150400,1.796,4
214,1504059,Mãe do Rio (PA),30389,PA,150405,0.4009,4
215,1504109,Magalhães Barata (PA),8598,PA,150410,0.4482,4
216,1504208,Marabá (PA),287664,PA,150420,-0.0416,4
217,1504307,Maracanã (PA),29559,PA,150430,0.7546,4
218,1504406,Marapanim (PA),28563,PA,150440,0.5106,4
219,1504422,Marituba (PA),135812,PA,150442,-0.2718,4
220,1504455,Medicilândia (PA),32347,PA,150445,0.9947,4
221,1504505,Melgaço (PA),28121,PA,150450,2.5380000000000003,4
222,1504604,Mocajuba (PA),31917,PA,150460,0.8617,4
223,1504703,Moju (PA),84251,PA,150470,1.3415,4
224,1504752,Mojuí dos Campos (PA),16282,PA,150475,,
225,1504802,Monte Alegre (PA),58289,PA,150480,1.0093,4
226,1504901,Muaná (PA),41454,PA,150490,1.2535,4
227,1504950,Nova Esperança do Piriá (PA),21519,PA,150495,1.6263,4
228,1504976,Nova Ipixuna (PA),17027,PA,150497,1.0932,4
229,1505007,Nova Timboteua (PA),15646,PA,150500,0.9711,4
230,1505031,Novo Progresso (PA),25769,PA,150503,-0.2699,4
231,1505064,Novo Repartimento (PA),78488,PA,150506,1.1263,4
232,1505106,Óbidos (PA),52473,PA,150510,1.1381,4
233,1505205,Oeiras do Pará (PA),33182,PA,150520,1.6031,4
234,1505304,Oriximiná (PA),74921,PA,150530,0.7639,4
235,1505403,Ourém (PA),18079,PA,150540,1.0432,4
236,1505437,Ourilândia do Norte (PA),33831,PA,150543,0.0698,4
237,1505486,Pacajá (PA),49110,PA,150548,1.4032,4
238,1505494,Palestina do Pará (PA),7575,PA,150549,1.2328,4
239,1505502,Paragominas (PA),115838,PA,150550,0.0993,4
240,1505536,Parauapebas (PA),218787,PA,150553,-0.5396,4
241,1505551,Pau D'Arco (PA),5339,PA,150555,1.0676,4
242,1505601,Peixe-Boi (PA),8084,PA,150560,1.0014,4
243,1505635,Piçarra (PA),12976,PA,150563,1.0809,4
244,1505650,Placas (PA),32325,PA,150565,1.2735,4
245,1505700,Ponta de Pedras (PA),32007,PA,150570,1.0516,4
246,1505809,Portel (PA),63831,PA,150580,1.9312,4
247,1505908,Porto de Moz (PA),42456,PA,150590,1.8719999999999999,4
248,1506005,Prainha (PA),29827,PA,150600,1.7614,4
249,1506104,Primavera (PA),10889,PA,150610,0.9175,4
250,1506112,Quatipuru (PA),13794,PA,150611,1.1135,4
251,1506138,Redenção (PA),86326,PA,150613,-0.0387,4
252,1506161,Rio Maria (PA),18208,PA,150616,0.1797,4
253,1506187,Rondon do Pará (PA),53242,PA,150618,0.6542,4
254,1506195,Rurópolis (PA),52473,PA,150619,1.2890000000000001,4
255,1506203,Salinópolis (PA),41164,PA,150620,-0.0305,4
256,1506302,Salvaterra (PA),24392,PA,150630,0.5575,4
257,1506351,Santa Bárbara do Pará (PA),21811,PA,150635,0.3904,4
258,1506401,Santa Cruz do Arari (PA),10496,PA,150640,0.9283,4
259,1506500,Santa Izabel do Pará (PA),72856,PA,150650,0.1837,4
260,1506559,Santa Luzia do Pará (PA),19839,PA,150655,1.3762,4
261,1506583,Santa Maria das Barreiras (PA),22244,PA,150658,0.8409,4
262,1506609,Santa Maria do Pará (PA),25127,PA,150660,0.8798,4
263,1506708,Santana do Araguaia (PA),75995,PA,150670,0.5126,4
264,1506807,Santarém (PA),308339,PA,150680,0.0098,4
265,1506906,Santarém Novo (PA),6796,PA,150690,0.833,4
266,1507003,Santo Antônio do Tauá (PA),32346,PA,150700,0.479,4
267,1507102,São Caetano de Odivelas (PA),18207,PA,150710,0.6991,4
268,1507151,São Domingos do Araguaia (PA),25945,PA,150715,0.8557,4
269,1507201,São Domingos do Capim (PA),32285,PA,150720,1.6446,4
270,1507300,São Félix do Xingu (PA),135732,PA,150730,0.3815,4
271,1507409,São Francisco do Pará (PA),15978,PA,150740,0.5870000000000001,4
272,1507458,São Geraldo do Araguaia (PA),24566,PA,150745,0.6087,4
273,1507466,São João da Ponta (PA),6294,PA,150746,0.4355,4
274,1507474,São João de Pirabas (PA),23440,PA,150747,1.1584,4
275,1507508,São João do Araguaia (PA),14105,PA,150750,1.4551,4
276,1507607,São Miguel do Guamá (PA),60268,PA,150760,0.9312,4
277,1507706,São Sebastião da Boa Vista (PA),27302,PA,150770,1.5869,4
278,1507755,Sapucaia (PA),6088,PA,150775,0.4791,4
279,1507805,Senador José Porfírio (PA),11305,PA,150780,1.3619,4
280,1507904,Soure (PA),25752,PA,150790,0.0886,4
281,1507953,Tailândia (PA),111554,PA,150795,0.5457,4
282,1507961,Terra Alta (PA),11971,PA,150796,0.5294,4
283,1507979,Terra Santa (PA),19063,PA,150797,0.4016,4
284,1508001,Tomé-Açu (PA),64604,PA,150800,0.7791,4
285,1508035,Tracuateua (PA),31549,PA,150803,1.5635,4
286,1508050,Trairão (PA),19344,PA,150805,0.9047,4
287,1508084,Tucumã (PA),40661,PA,150808,-0.019,4
288,1508100,Tucuruí (PA),116605,PA,150810,-0.1306,4
289,1508126,Ulianópolis (PA),62286,PA,150812,0.637,4
290,1508159,Uruará (PA),45395,PA,150815,0.6339,4
291,1508209,Vigia (PA),54650,PA,150820,0.3034,4
292,1508308,Viseu (PA),62093,PA,150830,1.5683,4
293,1508357,Vitória do Xingu (PA),15421,PA,150835,0.9472,4
294,1508407,Xinguara (PA),45416,PA,150840,0.0152,4
295,1600055,Serra do Navio (AP),5577,AP,160005,-0.2658,4
296,1600105,Amapá (AP),9265,AP,160010,0.2591,4
297,1600154,Pedra Branca do Amapari (AP),17625,AP,160015,0.6232,4
298,1600204,Calçoene (AP),11493,AP,160020,0.4252,4
299,1600212,Cutias (AP),6217,AP,160021,0.6247,4
300,1600238,Ferreira Gomes (AP),8151,AP,160023,0.3357,4
301,1600253,Itaubal (AP),5730,AP,160025,0.8812,4
302,1600279,Laranjal do Jari (AP),52302,AP,160027,0.2097,4
303,1600303,Macapá (AP),522357,AP,160030,-0.5282,4
304,1600402,Mazagão (AP),22468,AP,160040,1.2690000000000001,4
305,1600501,Oiapoque (AP),28534,AP,160050,0.0363,4
306,1600535,Porto Grande (AP),22927,AP,160053,0.3317,4
307,1600550,Pracuúba (AP),5370,AP,160055,0.6695,4
308,1600600,Santana (AP),124808,AP,160060,-0.1072,4
309,1600709,Tartarugalzinho (AP),18217,AP,160070,0.89,4
310,1600808,Vitória do Jari (AP),16572,AP,160080,0.7766,4
311,1700251,Abreulândia (TO),2609,TO,170025,0.4888,4
312,1700301,Aguiarnópolis (TO),7049,TO,170030,0.2161,4
313,1700350,Aliança do Tocantins (TO),5303,TO,170035,-0.0273,4
314,1700400,Almas (TO),6905,TO,170040,0.4752,4
315,1700707,Alvorada (TO),8381,TO,170070,-0.4057,4
316,1701002,Ananás (TO),9435,TO,170100,0.233,4
317,1701051,Angico (TO),3475,TO,170105,0.5275,4
318,1701101,Aparecida do Rio Negro (TO),4901,TO,170110,0.2513,4
319,1701309,Aragominas (TO),5705,TO,170130,0.9728,4
320,1701903,Araguacema (TO),7223,TO,170190,0.4976,4
321,1702000,Araguaçu (TO),8418,TO,170200,0.0278,4
322,1702109,Araguaína (TO),186245,TO,170210,-0.493,4
323,1702158,Araguanã (TO),5856,TO,170215,0.1692,4
324,1702208,Araguatins (TO),36573,TO,170220,0.7561,4
325,1702307,Arapoema (TO),6590,TO,170230,0.1256,4
326,1702406,Arraias (TO),10502,TO,170240,0.4875,4
327,1702554,Augustinópolis (TO),18870,TO,170255,0.5316,4
328,1702703,Aurora do Tocantins (TO),3809,TO,170270,0.5625,4
329,1702901,Axixá do Tocantins (TO),9817,TO,170290,0.5972,4
330,1703008,Babaçulândia (TO),10668,TO,170300,0.8092,4
331,1703057,Bandeirantes do Tocantins (TO),3631,TO,170305,0.5637,4
332,1703073,Barra do Ouro (TO),4673,TO,170307,0.9116,4
333,1703107,Barrolândia (TO),5669,TO,170310,0.0026,4
334,1703206,Bernardo Sayão (TO),4439,TO,170320,0.2721,4
335,1703305,Bom Jesus do Tocantins (TO),5120,TO,170330,0.166,4
336,1703602,Brasilândia do Tocantins (TO),2221,TO,170360,0.1243,4
337,1703701,Brejinho de Nazaré (TO),5540,TO,170370,0.2547,4
338,1703800,Buriti do Tocantins (TO),11644,TO,170380,0.7729,4
339,1703826,Cachoeirinha (TO),2293,TO,170382,0.6602,4
340,1703842,Campos Lindos (TO),10505,TO,170384,1.0278,4
341,1703867,Cariri do Tocantins (TO),4499,TO,170386,-0.0404,4
342,1703883,Carmolândia (TO),2627,TO,170388,0.0639,4
343,1703891,Carrasco Bonito (TO),4165,TO,170389,0.8708,4
344,1703909,Caseara (TO),5514,TO,170390,0.456,4
345,1704105,Centenário (TO),2966,TO,170410,1.0943,4
346,1704600,Chapada de Areia (TO),1415,TO,170460,0.4019,4
347,1705102,Chapada da Natividade (TO),3330,TO,170510,0.6457,4
348,1705508,Colinas do Tocantins (TO),36271,TO,170550,-0.3464,4
349,1705557,Combinado (TO),4870,TO,170555,0.16899999999999998,4
350,1705607,Conceição do Tocantins (TO),4070,TO,170560,0.7024,4
351,1706001,Couto Magalhães (TO),5690,TO,170600,0.5666,4
352,1706100,Cristalândia (TO),7268,TO,170610,-0.0995,4
353,1706258,Crixás do Tocantins (TO),1749,TO,170625,-0.0362,4
354,1706506,Darcinópolis (TO),6250,TO,170650,0.5698,4
355,1707009,Dianópolis (TO),22704,TO,170700,-0.1432,4
356,1707108,Divinópolis do Tocantins (TO),6986,TO,170710,0.2252,4
357,1707207,Dois Irmãos do Tocantins (TO),7173,TO,170720,0.6517,4
358,1707306,Dueré (TO),4686,TO,170730,0.0276,4
359,1707405,Esperantina (TO),11280,TO,170740,1.094,4
360,1707553,Fátima (TO),3824,TO,170755,-0.1614,4
361,1707652,Figueirópolis (TO),5222,TO,170765,-0.2221,4
362,1707702,Filadélfia (TO),8892,TO,170770,0.7681,4
363,1708205,Formoso do Araguaia (TO),18358,TO,170820,0.0136,4
364,1708254,Fortaleza do Tabocão (TO),2615,TO,170825,0.0638,4
365,1708304,Goianorte (TO),5136,TO,170830,0.5602,4
366,1709005,Goiatins (TO),13169,TO,170900,1.2973,4
367,1709302,Guaraí (TO),26403,TO,170930,-0.3553,4
368,1709500,Gurupi (TO),88428,TO,170950,-0.8867,3
369,1709807,Ipueiras (TO),2088,TO,170980,-0.1173,4
370,1710508,Itacajá (TO),7471,TO,171050,0.5311,4
371,1710706,Itaguatins (TO),5801,TO,171070,0.8759,4
372,1710904,Itapiratins (TO),3814,TO,171090,0.6497,4
373,1711100,Itaporã do Tocantins (TO),2412,TO,171110,0.3825,4
374,1711506,Jaú do Tocantins (TO),3906,TO,171150,0.301,4
375,1711803,Juarina (TO),2174,TO,171180,0.5651,4
376,1711902,Lagoa da Confusão (TO),13989,TO,171190,0.2681,4
377,1711951,Lagoa do Tocantins (TO),4470,TO,171195,0.8211,4
378,1712009,Lajeado (TO),3199,TO,171200,-0.281,4
379,1712157,Lavandeira (TO),1984,TO,171215,0.5841,4
380,1712405,Lizarda (TO),3727,TO,171240,1.1595,4
381,1712454,Luzinópolis (TO),3200,TO,171245,0.6506,4
382,1712504,Marianópolis do Tocantins (TO),5332,TO,171250,0.3482,4
383,1712702,Mateiros (TO),2773,TO,171270,1.0242,4
384,1712801,Maurilândia do Tocantins (TO),3470,TO,171280,0.9578,4
385,1713205,Miracema do Tocantins (TO),17628,TO,171320,-0.2418,4
386,1713304,Miranorte (TO),13551,TO,171330,-0.0203,4
387,1713601,Monte do Carmo (TO),8182,TO,171360,0.6247,4
388,1713700,Monte Santo do Tocantins (TO),2311,TO,171370,0.475,4
389,1713809,Palmeiras do Tocantins (TO),6830,TO,171380,0.648,4
390,1713957,Muricilândia (TO),3623,TO,171395,0.8337,4
391,1714203,Natividade (TO),9256,TO,171420,0.2017,4
392,1714302,Nazaré (TO),3772,TO,171430,0.7343,4
393,1714880,Nova Olinda (TO),12014,TO,171488,0.426,4
394,1715002,Nova Rosalândia (TO),4348,TO,171500,0.2876,4
395,1715101,Novo Acordo (TO),4450,TO,171510,0.0898,4
396,1715150,Novo Alegre (TO),2332,TO,171515,0.0501,4
397,1715259,Novo Jardim (TO),2768,TO,171525,0.3512,4
398,1715507,Oliveira de Fátima (TO),1124,TO,171550,0.1696,4
399,1715705,Palmeirante (TO),6234,TO,171570,1.1283,4
400,1715754,Palmeirópolis (TO),7694,TO,171575,0.0271,4
401,1716109,Paraíso do Tocantins (TO),52521,TO,171610,-0.7167,3
402,1716208,Paranã (TO),10426,TO,171620,1.2033,4
403,1716307,Pau D'Arco (TO),4885,TO,171630,0.515,4
404,1716505,Pedro Afonso (TO),13964,TO,171650,-0.5714,4
405,1716604,Peixe (TO),11996,TO,171660,0.2171,4
406,1716653,Pequizeiro (TO),5546,TO,171665,0.5645,4
407,1716703,Colméia (TO),8078,TO,171670,0.0091,4
408,1717008,Pindorama do Tocantins (TO),4414,TO,171700,0.3989,4
409,1717206,Piraquê (TO),3038,TO,171720,0.8732,4
410,1717503,Pium (TO),7830,TO,171750,0.3503,4
411,1717800,Ponte Alta do Bom Jesus (TO),4586,TO,171780,1.1043,4
412,1717909,Ponte Alta do Tocantins (TO),8192,TO,171790,0.5992,4
413,1718006,Porto Alegre do Tocantins (TO),3200,TO,171800,0.6596,4
414,1718204,Porto Nacional (TO),53618,TO,171820,-0.5732,4
415,1718303,Praia Norte (TO),8563,TO,171830,1.3695,4
416,1718402,Presidente Kennedy (TO),3668,TO,171840,0.106,4
417,1718451,Pugmil (TO),2746,TO,171845,-0.0864,4
418,1718501,Recursolândia (TO),4389,TO,171850,1.5563,4
419,1718550,Riachinho (TO),4723,TO,171855,1.1515,4
420,1718659,Rio da Conceição (TO),2211,TO,171865,0.153,4
421,1718709,Rio dos Bois (TO),2879,TO,171870,0.7182,4
