name,mean,CIme_L,CIme_H
All,0.11237478056052776,0.11221842684411355,0.11253119812084413
AGEGRP_AG50t65,0.16643933296621058,0.16603047746352698,0.16684850224901904
AGEGRP_AG75t85,0.3988520974476874,0.39756506608618436,0.4001391288091904
AGEGRP_AG65t75,0.28782925408697974,0.2869949330908146,0.2886635750831449
AGEGRP_AG30t40,0.056226167467125866,0.05597952737779731,0.056473106514138456
AGEGRP_AG85+,0.4714285714285714,0.4694049048190705,0.4734565254673298
AGEGRP_AG18t30,0.024460088776874393,0.024284729542881224,0.02463578459289058
AGEGRP_AG40t50,0.0920497489510881,0.09172658124364567,0.09237324210435877
AGEGRP_AG0t18,0.02453032061822615,0.024249978995811165,0.02481151955447115
AGEGRP_,0.030303030303030304,0.0,0.0707070707070707
CS_SEXO_M,0.1318748749093429,0.1316316879114541,0.1321181964133146
CS_SEXO_F,0.09478704223694122,0.0945868740762288,0.09498733200649975
CS_SEXO_I,0.04882918860047195,0.043202033036848796,0.054637865311308764
RACA_nan,0.10734756565511402,0.10700148501832565,0.10769397216820822
RACA_Branca,0.12918426083375623,0.12890966701178555,0.12945902922268301
RACA_Preta,0.12575663394706138,0.12491897659545471,0.12659429129866806
RACA_Parda,0.10513636360419201,0.10488351073731117,0.1053893934149965
RACA_Amarela,0.031122104467533676,0.030667165785745375,0.031578834246494374
RACA_Indigena,0.06393112291628503,0.06187946510349881,0.06598278072907125
BDIGRP_BDI1,0.15440649234769144,0.15393308454464338,0.15488034718360355
BDIGRP_BDI2,0.1326211541577558,0.13220975117014272,0.1330325571453689
BDIGRP_BDI0,0.13480868370005603,0.13438807364945235,0.1352296890608576
BDIGRP_BDI3,0.13162837480593467,0.13121893091179065,0.13203820100063346
BDIGRP_BDI4,0.07872673572857586,0.0784743434313876,0.07897912802576414
BDIGRP_,0.0299666617030847,0.029673476032457197,0.030260618914950695
COMOR_NO,0.05323992955151263,0.05311919947367112,0.05336073499145017
COMOR_YES,0.44015183382325235,0.4395231612580636,0.44078050638844113
